Description,DamageType,DamageDice,MonsterId,ActionId
Melee Weapon Attack: +3 to hit reach 5 ft. one target. Hit: 4 (1d6 + 1) bludgeoning damage plus 7 (2d6) acid damage and if the target is wearing nonmagical metal armor its armor is partly corroded and takes a permanent and cumulative -1 penalty to the AC it offers. The armor is destroyed if the penalty reduces its AC to 10.,Acid,2d6,150,39
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 7 (1d10 + 2) piercing damage plus 3 (1d6) poison damage.,Piercing,1d10+2,151,6
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 7 (1d10 + 2) piercing damage plus 3 (1d6) poison damage.,Poison,1d6,151,6
The dragon exhales poisonous gas in a 15-foot cone. Each creature in that area must make a DC 11 Constitution saving throw taking 21 (6d6) poison damage on a failed save or half as much damage on a successful one.,Poison,6d6,151,12
Melee Weapon Attack: +6 to hit reach 5 ft. one target. Hit: 13 (2d8 + 4) slashing damage.,Slashing,2d8+4,152,38
"The hag covers herself and anything she is wearing or carrying with a magical illusion that makes her look like another creature of her general size and humanoid shape. The illusion ends if the hag takes a bonus action to end it or if she dies.
The changes wrought by this effect fail to hold up to physical inspection. For example the hag could appear to have smooth skin but someone touching her would feel her rough flesh. Otherwise a creature must take an action to visually inspect the illusion and succeed on a DC 20 Intelligence (Investigation) check to discern that the hag is disguised.",,,152,93
The hag magically turns invisible until she attacks or casts a spell or until her concentration ends (as if concentrating on a spell). While invisible she leaves no physical evidence of her passage so she can be tracked only by magic. Any equipment she wears or carries is invisible with her.,,,152,94
The grick makes one attack with its tentacles. If that attack hits the grick can make one beak attack against the same target.,,,153,1
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 9 (2d6 + 2) slashing damage.,Slashing,2d6+2,153,52
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 5 (1d6 + 2) piercing damage.,Piercing,1d6+2,153,26
The griffon makes two attacks: one with its beak and one with its claws.,,,154,1
Melee Weapon Attack: +6 to hit reach 5 ft. one target. Hit: 8 (1d8 + 4) piercing damage.,Piercing,1d8+4,154,26
Melee Weapon Attack: +6 to hit reach 5 ft. one target. Hit: 11 (2d6 + 4) slashing damage.,Slashing,2d6+4,154,38
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 5 (1d4 + 3) bludgeoning damage plus 2 (1d4) piercing damage.,Bludgeoning,1d4+3,155,95
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 5 (1d4 + 3) bludgeoning damage plus 2 (1d4) piercing damage.,Piercing,1d4,155,95
Melee or Ranged Weapon Attack: +3 to hit reach 5 ft. or range 20/60 ft. one target. Hit: 4 (1d6 + 1) piercing damage or 5 (1d8 + 1) piercing damage if used with two hands to make a melee attack.,,,156,89
Melee Weapon Attack: +8 to hit reach 10 ft. one creature. Hit: 8 (1d8 + 4) piercing damage and the target must make a DC 15 Constitution saving throw taking 45 (10d8) poison damage on a failed save or half as much damage on a successful one.,Piercing,1d8+4,157,6
Ranged Weapon Attack: +8 to hit range 15/30 ft. one creature. Hit: The target must make a DC 15 Constitution saving throw taking 45 (10d8) poison damage on a failed save or half as much damage on a successful one.,,,157,96
The sphinx makes two claw attacks.,,,158,1
Melee Weapon Attack: +9 to hit reach 5 ft. one target. Hit: 13 (2d8 + 4) slashing damage.,Slashing,2d8+4,158,7
The veteran makes two longsword attacks. If it has a shortsword drawn it can also make a shortsword attack.,,,159,1
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 7 (1d8 + 3) slashing damage or 8 (1d10 + 3) slashing damage if used with two hands.,,,159,28
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 6 (1d6 + 3) piercing damage.,Piercing,1d6+3,159,23
Ranged Weapon Attack: +3 to hit range 100/400 ft. one target. Hit: 6 (1d10 + 1) piercing damage.,Piercing,1d10+1,159,97
The veteran exhales fire in a 15-foot cone. Each creature in that area must make a DC 15 Dexterity saving throw taking 24 (7d6) fire damage on a failed save or half as much damage on a successful one.,Fire,7d6,159,13
The harpy makes two attacks: one with its claws and one with its club.,,,160,1
Melee Weapon Attack: +3 to hit reach 5 ft. one target. Hit: 6 (2d4 + 1) slashing damage.,Slashing,2d4+1,160,38
Melee Weapon Attack: +3 to hit reach 5 ft. one target. Hit: 3 (1d4 + 1) bludgeoning damage.,Bludgeoning,1d4+1,160,5
"The harpy sings a magical melody. Every humanoid and giant within 300 ft. of the harpy that can hear the song must succeed on a DC 11 Wisdom saving throw or be charmed until the song ends. The harpy must take a bonus action on its subsequent turns to continue singing. It can stop singing at any time. The song ends if the harpy is incapacitated.
While charmed by the harpy a target is incapacitated and ignores the songs of other harpies. If the charmed target is more than 5 ft. away from the harpy the must move on its turn toward the harpy by the most direct route. It doesn't avoid opportunity attacks but before moving into damaging terrain such as lava or a pit and whenever it takes damage from a source other than the harpy a target can repeat the saving throw. A creature can also repeat the saving throw at the end of each of its turns. If a creature's saving throw is successful the effect ends on it.
A target that successfully saves is immune to this harpy's song for the next 24 hours.",,,160,98
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 1 slashing damage.,Slashing,1,161,72
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 7 (1d8 + 3) piercing damage plus 7 (2d6) fire damage.,Piercing,1d8+3,162,6
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 7 (1d8 + 3) piercing damage plus 7 (2d6) fire damage.,Fire,2d6,162,6
The hound exhales fire in a 15-foot cone. Each creature in that area must make a DC 12 Dexterity saving throw taking 21 (6d6) fire damage on a failed save or half as much damage on a successful one.,Fire,6d6,162,13
The hezrou makes three attacks: one with its bite and two with its claws.,,,163,1
Melee Weapon Attack: +7 to hit reach 5 ft. one target. Hit: 15 (2d10 + 4) piercing damage.,Piercing,2d10+4,163,6
Melee Weapon Attack: +7 to hit reach 5 ft. one target. Hit: 11 (2d6 + 4) slashing damage.,Slashing,2d6+4,163,38
The giant makes two greatclub attacks.,,,164,1
Melee Weapon Attack: +8 to hit reach 10 ft. one target. Hit: 18 (3d8 + 5) bludgeoning damage.,Bludgeoning,3d8+5,164,99
Ranged Weapon Attack: +8 to hit range 60/240 ft. one target. Hit: 21 (3d10 + 5) bludgeoning damage.,Bludgeoning,3d10+5,164,21
The hippogriff makes two attacks: one with its beak and one with its claws.,,,165,1
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 8 (1d10 + 3) piercing damage.,Piercing,1d10+3,165,26
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 10 (2d6 + 3) slashing damage.,Slashing,2d6+3,165,38
Melee Weapon Attack: +3 to hit reach 5 ft. one target. Hit: 5 (1d8 + 1) slashing damage or 6 (1d10 + 1) slashing damage if used with two hands.,,,166,28
Ranged Weapon Attack: +3 to hit range 150/600 ft. one target. Hit: 5 (1d8 + 1) piercing damage.,Piercing,1d8+1,166,47
Melee Weapon Attack: +4 to hit reach 5 ft. one creature. Hit: 1 piercing damage and the target must succeed on a DC 10 Constitution saving throw or be poisoned for 1 minute. If the saving throw fails by 5 or more the target is instead poisoned for 5 (1d10) minutes and unconscious while poisoned in this way.,Piercing,1,167,6
The devil makes three melee attacks: two with its fork and one with its tail. It can use Hurl Flame in place of any melee attack.,,,168,1
Melee Weapon Attack: +10 to hit reach 10 ft. one target. Hit: 15 (2d8 + 6) piercing damage.,Piercing,2d8+6,168,100
Melee Weapon Attack: +10 to hit reach 10 ft. one target. Hit: 10 (1d8 + 6) piercing damage. If the target is a creature other than an undead or a construct it must succeed on a DC 17 Constitution saving throw or lose 10 (3d6) hit points at the start of each of its turns due to an infernal wound. Each time the devil hits the wounded target with this attack the damage dealt by the wound increases by 10 (3d6). Any creature can take an action to stanch the wound with a successful DC 12 Wisdom (Medicine) check. The wound also closes if the target receives magical healing.,Piercing,1d8+6,168,3
Ranged Spell Attack: +7 to hit range 150 ft. one target. Hit: 14 (4d6) fire damage. If the target is a flammable object that isn't being worn or carried it also catches fire.,Fire,4d6,168,32
Melee Weapon Attack: +6 to hit reach 5 ft. one target. Hit: 13 (2d8 + 4) piercing damage.,Bludgeoning,2d8+4,169,6
The hydra makes as many bite attacks as it has heads.,,,170,1
Melee Weapon Attack: +8 to hit reach 10 ft. one target. Hit: 10 (1d10 + 5) piercing damage.,Piercing,1d10+5,170,6
Melee Weapon Attack: +2 to hit reach 5 ft. one target. Hit: 3 (1d6) piercing damage.,Piercing,1d6,171,6
The devil makes three attacks: one with its bite one with its claws and one with its tail.,,,172,1
Melee Weapon Attack: +10 to hit reach 5 ft. one target. Hit: 12 (2d6 + 5) piercing damage plus 10 (3d6) cold damage.,Piercing,2d6+5,172,6
Melee Weapon Attack: +10 to hit reach 5 ft. one target. Hit: 12 (2d6 + 5) piercing damage plus 10 (3d6) cold damage.,Cold,3d6,172,6
Melee Weapon Attack: +10 to hit reach 5 ft. one target. Hit: 10 (2d4 + 5) slashing damage plus 10 (3d6) cold damage.,Slashing,2d4+5,172,38
Melee Weapon Attack: +10 to hit reach 5 ft. one target. Hit: 10 (2d4 + 5) slashing damage plus 10 (3d6) cold damage.,Cold,3d6,172,38
Melee Weapon Attack: +10 to hit reach 10 ft. one target. Hit: 12 (2d6 + 5) bludgeoning damage plus 10 (3d6) cold damage.,Bludgeoning,2d6+5,172,3
Melee Weapon Attack: +10 to hit reach 10 ft. one target. Hit: 12 (2d6 + 5) bludgeoning damage plus 10 (3d6) cold damage.,Cold,3d6,172,3
"The devil magically forms an opaque wall of ice on a solid surface it can see within 60 feet of it. The wall is 1 foot thick and up to 30 feet long and 10 feet high or it's a hemispherical dome up to 20 feet in diameter.
When the wall appears each creature in its space is pushed out of it by the shortest route. The creature chooses which side of the wall to end up on unless the creature is incapacitated. The creature then makes a DC 17 Dexterity saving throw taking 35 (10d6) cold damage on a failed save or half as much damage on a successful one.
The wall lasts for 1 minute or until the devil is incapacitated or dies. The wall can be damaged and breached; each 10-foot section has AC 5 30 hit points vulnerability to fire damage and immunity to acid cold necrotic poison and psychic damage. If a section is destroyed it leaves behind a sheet of frigid air in the space the wall occupied. Whenever a creature finishes moving through the frigid air on a turn willingly or otherwise the creature must make a DC 17 Constitution saving throw taking 17 (5d6) cold damage on a failed save or half as much damage on a successful one. The frigid air dissipates when the rest of the wall vanishes.",,,172,101
Melee Weapon Attack: +3 to hit reach 5 ft. one creature. Hit: 3 (1d4 + 1) slashing damage plus 2 (1d4) cold damage.,Slashing,1d4+1,173,38
Melee Weapon Attack: +3 to hit reach 5 ft. one creature. Hit: 3 (1d4 + 1) slashing damage plus 2 (1d4) cold damage.,Cold,1d4,173,38
The mephit exhales a 15-foot cone of cold air. Each creature in that area must succeed on a DC 10 Dexterity saving throw taking 5 (2d4) cold damage on a failed save or half as much damage on a successful one.,Cold,2d4,173,102
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 5 (1d4 + 3) piercing damage and the target must make on a DC 11 Constitution saving throw taking 10 (3d6) poison damage on a failed save or half as much damage on a successful one.,Piercing,1d4+3,174,103
The imp magically turns invisible until it attacks or until its concentration ends (as if concentrating on a spell). Any equipment the imp wears or carries is invisible with it.,,,174,70
The stalker makes two slam attacks.,,,175,1
Melee Weapon Attack: +6 to hit reach 5 ft. one target. Hit: 10 (2d6 + 3) bludgeoning damage.,Bludgeoning,2d6+3,175,15
The golem makes two melee attacks.,,,176,1
Melee Weapon Attack: +13 to hit reach 5 ft. one target. Hit: 20 (3d8 + 7) bludgeoning damage.,Bludgeoning,3d8+7,176,15
Melee Weapon Attack: +13 to hit reach 10 ft. one target. Hit: 23 (3d10 + 7) slashing damage.,Slashing,3d10+7,176,104
The golem exhales poisonous gas in a 15-foot cone. Each creature in that area must make a DC 19 Constitution saving throw taking 45 (10d8) poison damage on a failed save or half as much damage on a successful one.,Poison,10d8,176,12
Melee Weapon Attack: +1 to hit reach 5 ft. one target. Hit: 1 (1d4 - 1) piercing damage.,Piercing,1d4-1,177,6
Melee Weapon Attack: +6 to hit reach 5 ft. one target. Hit: 21 (5d6 + 4) piercing damage.,Piercing,5d6+4,178,6
The knight makes two melee attacks.,,,179,1
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 10 (2d6 + 3) slashing damage.,Slashing,2d6+3,179,79
Ranged Weapon Attack: +2 to hit range 100/400 ft. one target. Hit: 5 (1d10) piercing damage.,Piercing,1d10,179,97
For 1 minute the knight can utter a special command or warning whenever a nonhostile creature that it can see within 30 ft. of it makes an attack roll or a saving throw. The creature can add a d4 to its roll provided it can hear and understand the knight. A creature can benefit from only one Leadership die at a time. This effect ends if the knight is incapacitated.,,,179,105
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 4 (1d4 + 2) piercing damage.,Piercing,1d4+2,180,22
Ranged Weapon Attack: +4 to hit range 30/120 ft. one target. Hit: 4 (1d4 + 2) bludgeoning damage.,Bludgeoning,1d4+2,180,106
The kraken makes three tentacle attacks each of which it can replace with one use of Fling.,,,181,1
Melee Weapon Attack: +7 to hit reach 5 ft. one target. Hit: 23 (3d8 + 10) piercing damage. If the target is a Large or smaller creature grappled by the kraken that creature is swallowed and the grapple ends. While swallowed the creature is blinded and restrained it has total cover against attacks and other effects outside the kraken and it takes 42 (12d6) acid damage at the start of each of the kraken's turns. If the kraken takes 50 damage or more on a single turn from a creature inside it the kraken must succeed on a DC 25 Constitution saving throw at the end of that turn or regurgitate all swallowed creatures which fall prone in a space within 10 feet of the kraken. If the kraken dies a swallowed creature is no longer restrained by it and can escape from the corpse using 15 feet of movement exiting prone.,Piercing,3d8+10,181,6
Melee Weapon Attack: +7 to hit reach 30 ft. one target. Hit: 20 (3d6 + 10) bludgeoning damage and the target is grappled (escape DC 18). Until this grapple ends the target is restrained. The kraken has ten tentacles each of which can grapple one target.,Bludgeoning,3d6+10,181,2
One Large or smaller object held or creature grappled by the kraken is thrown up to 60 feet in a random direction and knocked prone. If a thrown target strikes a solid surface the target takes 3 (1d6) bludgeoning damage for every 10 feet it was thrown. If the target is thrown at another creature that creature must succeed on a DC 18 Dexterity saving throw or take the same damage and be knocked prone.,,,181,107
The kraken magically creates three bolts of lightning each of which can strike a target the kraken can see within 120 feet of it. A target must make a DC 23 Dexterity saving throw taking 22 (4d10) lightning damage on a failed save or half as much damage on a successful one.,Lightning,4d10,181,108
The lamia makes two attacks: one with its claws and one with its dagger or Intoxicating Touch.,,,182,1
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 14 (2d10 + 3) slashing damage.,Slashing,2d10+3,182,38
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 5 (1d4 + 3) piercing damage.,Piercing,1d4+3,182,22
Melee Spell Attack: +5 to hit reach 5 ft. one creature. Hit: The target is magically cursed for 1 hour. Until the curse ends the target has disadvantage on Wisdom saving throws and all ability checks.,,,182,109
Melee Weapon Attack: +3 to hit reach 5 ft. one target. Hit: 2 (1d4) bludgeoning damage.,Bludgeoning,1d4,183,20
Melee Spell Attack: +12 to hit reach 5 ft. one creature. Hit: 10 (3d6) cold damage. The target must succeed on a DC 18 Constitution saving throw or be paralyzed for 1 minute. The target can repeat the saving throw at the end of each of its turns ending the effect on itself on a success.,Cold,3d6,184,110
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 7 (1d8 + 3) piercing damage.,Piercing,1d8+3,185,6
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 6 (1d6 + 3) slashing damage.,Slashing,1d6+3,185,7
Melee Weapon Attack: +0 to hit reach 5 ft. one target. Hit: 1 piercing damage.,Piercing,1,186,6
The lizardfolk makes two melee attacks each one with a different weapon.,,,187,1
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 5 (1d6 + 2) piercing damage.,Piercing,1d6+2,187,6
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 5 (1d6 + 2) bludgeoning damage.,Bludgeoning,1d6+2,187,111
Melee or Ranged Weapon Attack: +4 to hit reach 5 ft. or range 30/120 ft. one target. Hit: 5 (1d6 + 2) piercing damage.,Piercing,1d6+2,187,43
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 5 (1d6 + 2) piercing damage.,Piercing,1d6+2,187,112
Melee or Ranged Weapon Attack: +5 to hit reach 5 ft. or range 20/60 ft. one target. Hit: 4 (1d4 + 2) piercing damage.,Piercing,1d4+2,188,22
Melee Weapon Attack: +3 to hit reach 5 ft. one creature. Hit: 3 (1d4 + 1) slashing damage plus 2 (1d4) fire damage.,Slashing,1d4+1,189,38
Melee Weapon Attack: +3 to hit reach 5 ft. one creature. Hit: 3 (1d4 + 1) slashing damage plus 2 (1d4) fire damage.,Fire,1d4,189,38
The mephit exhales a 15-foot cone of fire. Each creature in that area must make a DC 11 Dexterity saving throw taking 7 (2d6) fire damage on a failed save or half as much damage on a successful one.,Fire,2d6,189,13
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 7 (2d6) fire damage. If the target is a creature or a flammable object it ignites. Until a target takes an action to douse the fire the target takes 3 (1d6) fire damage at the end of each of its turns.,Fire,2d6,190,78
Melee Weapon Attack: +10 to hit reach 10 ft. one target. Hit: 25 (4d8 + 7) piercing damage.,Piercing,4d8+7,191,73
Melee Weapon Attack: +10 to hit reach 5 ft. one prone creature. Hit: 29 (4d10 + 7) bludgeoning damage.,Bludgeoning,4d10+7,191,74
The manticore makes three attacks: one with its bite and two with its claws or three with its tail spikes.,,,192,1
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 7 (1d8 + 3) piercing damage.,Piercing,1d8+3,192,6
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 6 (1d6 + 3) slashing damage.,Slashing,1d6+3,192,7
Ranged Weapon Attack: +5 to hit range 100/200 ft. one target. Hit: 7 (1d8 + 3) piercing damage.,Piercing,1d8+3,192,113
The marilith can make seven attacks: six with its longswords and one with its tail.,,,193,1
Melee Weapon Attack: +9 to hit reach 5 ft. one target. Hit: 13 (2d8 + 4) slashing damage.,Slashing,2d8+4,193,28
Melee Weapon Attack: +9 to hit reach 10 ft. one creature. Hit: 15 (2d10 + 4) bludgeoning damage. If the target is Medium or smaller it is grappled (escape DC 19). Until this grapple ends the target is restrained the marilith can automatically hit the target with its tail and the marilith can't make tail attacks against other targets.,Bludgeoning,2d10+4,193,3
The marilith magically teleports along with any equipment it is wearing or carrying up to 120 feet to an unoccupied space it can see.,,,193,30
Melee Weapon Attack: +3 to hit reach 5 ft. one target. Hit: 4 (1d6 + 1) piercing damage. If the target is a creature it must succeed on a DC 11 Strength saving throw or be knocked prone.,Piercing,1d6+1,194,6
The medusa makes either three melee attacks--one with its snake hair and two with its shortsword--or two ranged attacks with its longbow.,,,195,1
Melee Weapon Attack: +5 to hit reach 5 ft. one creature. Hit: 4 (1d4 + 2) piercing damage plus 14 (4d6) poison damage.,Piercing,1d4+2,195,114
Melee Weapon Attack: +5 to hit reach 5 ft. one creature. Hit: 4 (1d4 + 2) piercing damage plus 14 (4d6) poison damage.,Poison,4d6,195,114
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 5 (1d6 + 2) piercing damage.,Piercing,1d6+2,195,23
Ranged Weapon Attack: +5 to hit range 150/600 ft. one target. Hit: 6 (1d8 + 2) piercing damage plus 7 (2d6) poison damage.,Piercing,1d8+2,195,47
Ranged Weapon Attack: +5 to hit range 150/600 ft. one target. Hit: 6 (1d8 + 2) piercing damage plus 7 (2d6) poison damage.,Poison,2d6,195,47
Melee or Ranged Weapon Attack: +2 to hit reach 5 ft. or range 20/60 ft. one target. Hit: 3 (1d6) piercing damage or 4 (1d8) piercing damage if used with two hands to make a melee attack.,,,196,89
The merrow makes two attacks: one with its bite and one with its claws or harpoon.,,,197,1
Melee Weapon Attack: +6 to hit reach 5 ft. one target. Hit: 8 (1d8 + 4) piercing damage.,Piercing,1d8+4,197,6
Melee Weapon Attack: +6 to hit reach 5 ft. one target. Hit: 9 (2d4 + 4) slashing damage.,Slashing,2d4+4,197,38
Melee or Ranged Weapon Attack: +6 to hit reach 5 ft. or range 20/60 ft. one target. Hit: 11 (2d6 + 4) piercing damage. If the target is a Huge or smaller creature it must succeed on a Strength contest against the merrow or be pulled up to 20 feet toward the merrow.,Piercing,2d6+4,197,115
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 7 (1d8 + 3) bludgeoning damage. If the mimic is in object form the target is subjected to its Adhesive trait.,Bludgeoning,1d8+3,198,39
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 7 (1d8 + 3) piercing damage plus 4 (1d8) acid damage.,Piercing,1d8+3,198,6
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 7 (1d8 + 3) piercing damage plus 4 (1d8) acid damage.,Acid,1d8,198,6
Melee Weapon Attack: +6 to hit reach 5 ft. one target. Hit: 17 (2d12 + 4) slashing damage.,Slashing,2d12+4,199,37
Melee Weapon Attack: +6 to hit reach 5 ft. one target. Hit: 13 (2d8 + 4) piercing damage.,Piercing,2d8+4,199,73
Melee Weapon Attack: +6 to hit reach 5 ft. one target. Hit: 17 (2d12 + 4) slashing damage.,Slashing,2d12+4,200,37
Melee Weapon Attack: +6 to hit reach 5 ft. one target. Hit: 13 (2d8 + 4) piercing damage.,Piercing,2d8+4,200,73
Melee Weapon Attack: +2 to hit reach 5 ft. one target. Hit: 4 (1d4 + 2) bludgeoning damage.,Bludgeoning,1d4+2,201,46
The mummy can use its Dreadful Glare and makes one attack with its rotting fist.,,,202,1
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 10 (2d6 + 3) bludgeoning damage plus 10 (3d6) necrotic damage. If the target is a creature it must succeed on a DC 12 Constitution saving throw or be cursed with mummy rot. The cursed target can't regain hit points and its hit point maximum decreases by 10 (3d6) for every 24 hours that elapse. If the curse reduces the target's hit point maximum to 0 the target dies and its body turns to dust. The curse lasts until removed by the remove curse spell or other magic.,Bludgeoning,2d6+3,202,116
Melee Weapon Attack: +5 to hit reach 5 ft. one target. Hit: 10 (2d6 + 3) bludgeoning damage plus 10 (3d6) necrotic damage. If the target is a creature it must succeed on a DC 12 Constitution saving throw or be cursed with mummy rot. The cursed target can't regain hit points and its hit point maximum decreases by 10 (3d6) for every 24 hours that elapse. If the curse reduces the target's hit point maximum to 0 the target dies and its body turns to dust. The curse lasts until removed by the remove curse spell or other magic.,Necrotic,3d6,202,116
The mummy targets one creature it can see within 60 ft. of it. If the target can see the mummy it must succeed on a DC 11 Wisdom saving throw against this magic or become frightened until the end of the mummy's next turn. If the target fails the saving throw by 5 or more it is also paralyzed for the same duration. A target that succeeds on the saving throw is immune to the Dreadful Glare of all mummies (but not mummy lords) for the next 24 hours.,,,202,117
The mummy can use its Dreadful Glare and makes one attack with its rotting fist.,,,203,1
Melee Weapon Attack: +9 to hit reach 5 ft. one target. Hit: 14 (3d6 + 4) bludgeoning damage plus 21 (6d6) necrotic damage. If the target is a creature it must succeed on a DC 16 Constitution saving throw or be cursed with mummy rot. The cursed target can't regain hit points and its hit point maximum decreases by 10 (3d6) for every 24 hours that elapse. If the curse reduces the target's hit point maximum to 0 the target dies and its body turns to dust. The curse lasts until removed by the remove curse spell or other magic.,Bludgeoning,3d6+4,203,116
Melee Weapon Attack: +9 to hit reach 5 ft. one target. Hit: 14 (3d6 + 4) bludgeoning damage plus 21 (6d6) necrotic damage. If the target is a creature it must succeed on a DC 16 Constitution saving throw or be cursed with mummy rot. The cursed target can't regain hit points and its hit point maximum decreases by 10 (3d6) for every 24 hours that elapse. If the curse reduces the target's hit point maximum to 0 the target dies and its body turns to dust. The curse lasts until removed by the remove curse spell or other magic.,Necrotic,6d6,203,116
The mummy lord targets one creature it can see within 60 feet of it. If the target can see the mummy lord it must succeed on a DC 16 Wisdom saving throw against this magic or become frightened until the end of the mummy's next turn. If the target fails the saving throw by 5 or more it is also paralyzed for the same duration. A target that succeeds on the saving throw is immune to the Dreadful Glare of all mummies and mummy lords for the next 24 hours.,,,203,117
The nalfeshnee uses Horror Nimbus if it can. It then makes three attacks: one with its bite and two with its claws.,,,204,1
Melee Weapon Attack: +10 to hit reach 5 ft. one target. Hit: 32 (5d10 + 5) piercing damage.,Piercing,5d10+5,204,6
Melee Weapon Attack: +10 to hit reach 10 ft. one target. Hit: 15 (3d6 + 5) slashing damage.,Slashing,3d6+5,204,7
The nalfeshnee magically emits scintillating multicolored light. Each creature within 15 feet of the nalfeshnee that can see the light must succeed on a DC 15 Wisdom saving throw or be frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it the creature is immune to the nalfeshnee's Horror Nimbus for the next 24 hours.,,,204,118
The nalfeshnee magically teleports along with any equipment it is wearing or carrying up to 120 feet to an unoccupied space it can see.,,,204,30
Melee Weapon Attack: +7 to hit reach 5 ft. one target. Hit: 13 (2d8 + 4) slashing damage.,Slashing,2d8+4,205,119
The hag magically polymorphs into a Small or Medium female humanoid or back into her true form. Her statistics are the same in each form. Any equipment she is wearing or carrying isn't transformed. She reverts to her true form if she dies.,,,205,17
The hag magically enters the Ethereal Plane from the Material Plane or vice versa. To do so the hag must have a heartstone in her possession.,,,205,83
While on the Ethereal Plane the hag magically touches a sleeping humanoid on the Material Plane. A protection from evil and good spell cast on the target prevents this contact as does a magic circle. As long as the contact persists the target has dreadful visions. If these visions last for at least 1 hour the target gains no benefit from its rest and its hit point maximum is reduced by 5 (1d10). If this effect reduces the target's hit point maximum to 0 the target dies and if the target was evil its soul is trapped in the hag's soul bag. The reduction to the target's hit point maximum lasts until removed by the greater restoration spell or similar magic.,,,205,120
Melee Weapon Attack: +6 to hit reach 5 ft. one target. Hit: 13 (2d8 + 4) bludgeoning damage plus 7 (2d6) fire damage.,Bludgeoning,2d8+4,206,46
Melee Weapon Attack: +6 to hit reach 5 ft. one target. Hit: 13 (2d8 + 4) bludgeoning damage plus 7 (2d6) fire damage.,Fire,2d6,206,46
The nightmare and up to three willing creatures within 5 feet of it magically enter the Ethereal Plane from the Material Plane or vice versa.,,,206,121
Melee Weapon Attack: +3 to hit reach 5 ft. one target. Hit: 5 (1d8 + 1) piercing damage.,Bludgeoning,1d8+1,207,122
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 9 (2d6 + 2) bludgeoning damage plus 3 (1d6) acid damage.,Bludgeoning,2d6+2,208,39
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 9 (2d6 + 2) bludgeoning damage plus 3 (1d6) acid damage.,Acid,1d6,208,39
Melee Weapon Attack: +4 to hit reach 5 ft. one target. Hit: 1 bludgeoning damage and the target is grappled (escape DC 10). Until this grapple ends the octopus can't use its tentacles on another target.,Bludgeoning,1,209,52
A 5-foot-radius cloud of ink extends all around the octopus if it is underwater. The area is heavily obscured for 1 minute although a significant current can disperse the ink. After releasing the ink the octopus can use the Dash action as a bonus action.,,,209,86
Melee Weapon Attack: +6 to hit reach 5 ft. one target. Hit: 13 (2d8 + 4) bludgeoning damage.,Bludgeoning,2d8+4,210,99
Melee or Ranged Weapon Attack: +6 to hit reach 5 ft. or range 30/120 ft. one target. Hit: 11 (2d6 + 4) piercing damage.,Piercing,2d6+4,210,43
Melee Weapon Attack: +6 to hit reach 5 ft. one target. Hit: 13 (2d8 + 4) bludgeoning damage.,Bludgeoning,2d8+4,211,42
The oni makes two attacks either with its claws or its glaive.,,,212,1
Melee Weapon Attack: +7 to hit reach 5 ft. one target. Hit: 8 (1d8 + 4) slashing damage.,Slashing,1d8+4,212,123
Melee Weapon Attack: +7 to hit reach 10 ft. one target. Hit: 15 (2d10 + 4) slashing damage or 9 (1d10 + 4) slashing damage in Small or Medium form.,Slashing,2d10+4,212,34
